1	229
2	229
3	229
4	229
5	229
6	229
7	229
8	229
9	229
10	229
11	229
12	229
13	229
14	229
15	229
16	229
17	229
18	229
19	229
20	229
21	229
22	229
23	229
24	229
25	229
26	229
27	229
28	229
29	229
30	229
31	229
32	229
33	229
34	229
35	229
36	229
37	229
38	229
39	229
40	229
41	229
42	229
43	229
44	229
45	226
46	226
47	226
48	226
49	226
50	226
51	226
52	226
53	226
54	226
55	226
56	228
57	228
58	228
59	226
60	221
61	219
62	219
63	221
64	218
65	218
66	224
67	224
68	222
69	221
70	215
71	215
72	214
73	214
74	214
75	214
76	214
77	214
78	214
79	214
80	214
81	214
82	214
83	214
84	214
85	215
86	214
87	214
88	214
89	214
90	218
91	218
92	218
93	218
94	218
95	225
96	219
97	219
98	221
99	221
100	219
101	219
102	219
103	225
104	225
105	215
106	214
107	214
108	218
109	217
110	228
111	228
112	228
113	228
114	226
115	226
116	216
117	216
118	214
119	213
120	213
121	213
122	213
123	213
124	213
125	213
126	213
127	213
128	213
129	213
130	213
131	213
132	213
133	213
134	213
135	213
136	224
137	224
138	224
139	224
140	224
141	225
142	213
143	213
144	213
145	213
146	213
147	213
148	213
149	213
150	215
151	215
152	213
153	213
154	213
155	212
156	212
157	212
158	212
159	213
160	213
161	213
162	213
163	217
164	217
165	217
166	217
167	218
168	218
169	218
170	218
171	222
172	223
173	224
174	224
175	224
176	224
177	224
178	224
179	224
180	224
181	225
182	223
183	223
184	223
185	223
186	223
187	223
188	223
189	222
190	221
191	221
192	221
193	215
194	214
195	212
196	211
197	211
198	211
199	211
200	211
201	211
202	211
203	211
204	211
205	211
206	211
207	210
208	209
209	201
210	197
211	197
212	197
213	197
214	197
215	195
216	193
217	192
218	189
219	188
220	188
221	194
222	180
223	155
224	153
225	154
226	158
227	150
228	105
229	105
230	100
231	96
232	95
233	164
234	202
235	202
236	201
237	161
238	96
239	92
240	89
241	84
242	86
243	83
244	81
245	79
246	82
247	80
248	80
249	81
250	130
251	127
252	121
253	122
254	78
255	78
256	79
257	98
258	103
259	86
260	164
261	171
262	188
263	191
264	215
265	217
266	220
267	221
268	222
269	222
270	223
271	222
272	222
273	222
274	220
275	217
276	143
277	143
278	142
279	142
280	141
281	142
282	173
283	223
284	223
285	224
286	226
287	227
288	226
289	225
290	225
291	225
292	225
293	225
294	228
295	228
296	228
297	228
298	229
299	229
300	229
301	229
302	229
303	229
304	229
305	229
306	229
307	229
308	229
309	229
310	229
311	229
312	229
313	229
314	229
315	229
316	229
317	229
318	229
319	229
320	229
321	229
322	229
323	229
324	229
325	229
326	228
327	228
328	228
329	229
330	229
331	229
332	229
333	228
334	227
335	227
336	227
337	225
338	225
339	225
340	225
341	225
342	225
343	225
344	225
345	225
346	225
347	224
348	191
349	178
350	176
351	174
352	177
353	213
354	209
355	208
356	114
357	97
358	28
359	25
360	26
361	32
362	27
363	38
364	28
365	24
366	95
367	106
368	103
369	93
370	93
371	28
372	27
373	26
374	25
375	26
376	46
377	68
378	191
379	212
380	220
381	226
382	229
383	229
384	229
385	229
386	229
387	229
388	229
389	229
390	229
391	229
392	229
393	229
394	229
395	229
396	229
397	229
398	229
399	229
400	229
401	228
402	228
403	228
404	130
405	129
406	122
407	164
408	12
409	13
410	11
411	12
412	12
413	13
414	14
415	14
416	14
417	11
418	11
419	11
420	11
421	10
422	9
423	106
424	6
425	8
426	14
427	206
428	206
429	200
430	106
431	8
432	8
433	7
434	229
435	229
436	7
437	7
438	7
439	6
440	6
441	9
442	6
443	6
444	6
445	6
446	6
447	6
448	7
449	6
450	6
451	6
452	6
453	7
454	229
455	6
456	9
457	8
458	8
459	8
460	8
461	8
462	9
463	8
464	7
465	7
466	7
467	7
468	7
469	8
470	11
471	12
472	11
473	12
474	12
475	11
476	19
477	19
478	142
479	142
480	144
481	147
482	127
483	156
484	159
485	159
486	162
487	161
488	160
489	161
490	162
491	203
492	204
493	205
494	205
495	205
496	205
497	212
498	212
499	212
500	212
501	209
502	172
503	167
504	178
505	178
506	179
507	179
508	182
509	182
510	183
511	182
512	225
513	228
514	228
515	227
